"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
1153 0.0229797884987975 5 13 "GO:0030833;GO:0008064;GO:0032271;GO:1902903;GO:0030832;GO:0110053;GO:0043254;GO:0032535;GO:0032956;GO:0044087;GO:0090066;GO:0032970" "regulation of actin cytoskeleton organization
" 0.122192920396433
-177 0.717839528538805 5 14 "GO:0031324;GO:0051172" "negative regulation of cellular metabolic process
" 0.855764128965836
223 0.730311795923724 5 8 "GO:0031929" "TOR signaling
" 0.855764128965836
-1319 0.0225329952248374 2 10 "GO:0032012" "regulation of ARF protein signal transduction
" 0.122192920396433
396 0.194797958422384 2 36 "GO:0032268;GO:0051246" "regulation of protein metabolic process
" 0.453736708032626
-319 0.695998325490951 3 5 "GO:0032270;GO:0051247" "positive regulation of cellular protein metabolic process
" 0.849429266254132
-463 0.0347412847610508 1 70 "GO:0032502" "developmental process
" 0.152542192858867
482 0.00485070273725026 3 116 "GO:0032774" "RNA biosynthetic process
" 0.0410805633468995
184 0.496745746462581 5 46 "GO:0032787" "monocarboxylic acid metabolic process
" 0.735491764142271
998 0.0244811437900005 2 17 "GO:0033014;GO:0033013" "tetrapyrrole metabolic process
" 0.122192920396433
-1306 0.0238138067336791 2 10 "GO:0033692;GO:0000271;GO:0034637" "cellular carbohydrate biosynthetic process
" 0.122192920396433
383 0.487269302447359 5 11 "GO:0033875;GO:0034032;GO:0033865" "nucleoside bisphosphate metabolic process
" 0.735491764142271
113 0.889724115358724 4 5 "GO:0034030;GO:0034033;GO:0033866" "nucleoside bisphosphate biosynthetic process
" 0.960097774200657
-2 0.992332712161323 4 104 "GO:0034220" "ion transmembrane transport
" 0.994863159400025
-305 0.345685118971371 5 32 "GO:0034404" "nucleobase-containing small molecule biosynthetic process
" 0.600235070213926
919 0.000105588958587964 2 60 "GO:0034470" "ncRNA processing
" 0.00237264601062366
-1145 0.16099849796106 2 5 "GO:0034508" "centromere complex assembly
" 0.396783394974999
-214 0.529614895151665 3 29 "GO:0034613;GO:0070727" "cellular macromolecule localization
" 0.753802976661841
760 1.97813567365972e-24 2 673 "GO:0034645;GO:0009059" "macromolecule biosynthetic process
" 3.77823913669007e-22
-225 0.516302712150984 2 28 "GO:0034655" "nucleobase-containing compound catabolic process
" 0.752771846485645
793 0.287740021469266 5 6 "GO:0034968;GO:0016571;GO:0018022" "peptidyl-lysine methylation
" 0.54451429289102
-972 0.000152813744833374 2 51 "GO:0035023;GO:0046578" "regulation of Ras protein signal transduction
" 0.00307236055401836
-402 0.000320604695364205 3 279 "GO:0035556" "intracellular signal transduction
" 0.00489883974516505
-383 0.53004065419198 3 9 "GO:0038032;GO:0023021;GO:0045744;GO:0008277" "regulation of G protein-coupled receptor signaling pathway
" 0.753802976661841
951 0.141094290429908 1 8 "GO:0040007" "growth
" 0.364821394559337
187 0.759236610433212 1 9 "GO:0040011" "locomotion
" 0.872082789786557
-142 0.862306276194746 4 5 "GO:0042147;GO:0016482" "cytosolic transport
" 0.95119042475766
1508 0.00140600828264317 5 15 "GO:0042254;GO:0022613;GO:0044085" "ribonucleoprotein complex biogenesis
" 0.0145160855126944
-267 0.493645129244219 5 22 "GO:0042398" "cellular modified amino acid biosynthetic process
" 0.735491764142271
170 0.728268295305623 6 14 "GO:0042455;GO:0009119;GO:0009163;GO:1901659;GO:0046128;GO:0042278;GO:0046129;GO:0042451" "nucleoside biosynthetic process
" 0.855764128965836
-569 0.199634343577956 4 17 "GO:0042559;GO:0042558" "pteridine-containing compound metabolic process
" 0.459671569493031
429 0.0288379004693397 2 88 "GO:0042592;GO:0065008" "regulation of biological quality
" 0.132723831075756
-943 0.0211785931003882 5 20 "GO:0042981;GO:0043067;GO:0010941" "regulation of programmed cell death
" 0.117249602381859
-738 0.253200044004223 2 8 "GO:0043094" "cellular metabolic compound salvage
" 0.514480940476666
239 0.728864618505735 3 7 "GO:0043161;GO:0010498" "proteasomal protein catabolic process
" 0.855764128965836
15 0.963892556331257 5 32 "GO:0043401;GO:0009755" "steroid hormone mediated signaling pathway
" 0.989855268552163
990 0.000214882193867049 3 47 "GO:0043414;GO:0032259" "methylation
" 0.00356891295900925
-76 0.905860637317116 2 8 "GO:0043543" "protein acylation
" 0.96859787622307
1133 0.165733727220786 2 5 "GO:0043605" "cellular amide catabolic process
" 0.39882085132156
-303 0.550213297303765 2 13 "GO:0043648" "dicarboxylic acid metabolic process
" 0.755316732716591
166 0.785650523421813 3 9 "GO:0044093;GO:0043085" "positive regulation of molecular function
" 0.887924556056605
661 0.252781333035411 2 10 "GO:0044242" "cellular lipid catabolic process
" 0.514480940476666
80 0.524682426580039 2 218 "GO:0044248;GO:1901575;GO:0009056" "catabolic process
" 0.753491304336748
97 0.575168540847028 2 113 "GO:0044255" "cellular lipid metabolic process
" 0.770079474949168
-403 0.154437467660469 2 42 "GO:0044262" "cellular carbohydrate metabolic process
" 0.390696110240392
-1094 0.0166785150218694 2 16 "GO:0044264;GO:0005976" "cellular polysaccharide metabolic process
" 0.099549886536783
428 0.261683315511738 2 23 "GO:0044272" "sulfur compound biosynthetic process
" 0.526121192239389
54 0.942680221470255 2 6 "GO:0044275" "cellular carbohydrate catabolic process
" 0.981209385835524
-185 0.0388643758872147 2 447 "GO:0044281" "small molecule metabolic process
" 0.163144962515561
198 0.523184370769095 2 35 "GO:0044282" "small molecule catabolic process
" 0.753491304336748
-450 0.00889709101883598 2 115 "GO:0044283" "small molecule biosynthetic process
" 0.0624831544197709
828 0.0618957220123109 1 17 "GO:0044419;GO:0051607;GO:0002252;GO:0009615;GO:0140546;GO:0051707;GO:0043207;GO:0009605;GO:0098542" "biological process involved in interspecies interaction between organisms
" 0.20924040538675
139 0.607422951355797 3 46 "GO:0045454;GO:0019725" "cellular homeostasis
" 0.78771805244855
55 0.910125726629869 2 14 "GO:0045786" "negative regulation of cell cycle
" 0.96859787622307
1001 0.0577962505906001 6 12 "GO:0045893;GO:1903508;GO:1902680;GO:0010557;GO:0031328;GO:0051254;GO:0009891;GO:0045935" "positive regulation of cellular biosynthetic process
" 0.20924040538675
-87 0.869738797729998 2 12 "GO:0045934;GO:0045892;GO:1903507;GO:2000113;GO:1902679;GO:0010558;GO:0031327;GO:0051253;GO:0009890" "negative regulation of cellular macromolecule biosynthetic process
" 0.951394631890134
632 0.0585228694163311 2 30 "GO:0046034" "ATP metabolic process
" 0.20924040538675
-387 0.57511102780798 4 7 "GO:0046112" "nucleobase biosynthetic process
" 0.770079474949168
634 0.326183545318762 3 8 "GO:0046148;GO:0042440" "pigment biosynthetic process
" 0.571569331705354
-743 0.319467900154771 2 6 "GO:0046173;GO:0046165" "alcohol biosynthetic process
" 0.562381280456786
-446 0.0597071347328388 3 60 "GO:0046394;GO:0016053" "carboxylic acid biosynthetic process
" 0.20924040538675
234 0.754118362825968 3 6 "GO:0046466;GO:0030149" "membrane lipid catabolic process
" 0.872082789786557
-31 0.92310583760002 4 33 "GO:0046488;GO:0006650;GO:0046486" "phosphatidylinositol metabolic process
" 0.97951786100891
679 0.293087407200023 2 8 "GO:0046836;GO:1901264" "carbohydrate derivative transport
" 0.54451429289102
-456 0.368383598693911 4 13 "GO:0046854;GO:0046834;GO:0048015;GO:0048017" "phosphatidylinositol phosphorylation
" 0.625433487560329
317 0.416663152734748 2 22 "GO:0046939;GO:0006165" "nucleotide phosphorylation
" 0.668761866994428
-618 0.0459556597334629 3 35 "GO:0048193" "Golgi vesicle transport
" 0.180980020806009
688 0.0428575230289182 3 29 "GO:0048518;GO:0048522" "positive regulation of cellular process
" 0.172406059708551
198 0.445964267918563 3 50 "GO:0048523;GO:0048519" "negative regulation of biological process
" 0.700647387393147
-819 0.316141109214431 2 5 "GO:0048584" "positive regulation of response to stimulus
" 0.562381280456786
850 0.123074420016488 2 11 "GO:0048869" "cellular developmental process
" 0.333113552870329
1360 0.00537567440187249 5 14 "GO:0050658;GO:0050657;GO:0051236;GO:0015931" "nucleobase-containing compound transport
" 0.0427814087815686
286 0.726291522577739 2 5 "GO:0050793" "regulation of developmental process
" 0.855764128965836
2129 0.00431070606505221 2 6 "GO:0051028" "mRNA transport
" 0.0379511130241378
-718 0.000112424171491429 3 98 "GO:0051056;GO:1902531;GO:0009966;GO:0010646;GO:0023051;GO:0048583" "regulation of response to stimulus
" 0.00238589075054033
363 0.293722950768302 2 28 "GO:0051128" "regulation of cellular component organization
" 0.54451429289102
775 0.299145319098696 2 6 "GO:0051130;GO:0045010;GO:0030838;GO:0032273;GO:0051495;GO:1902905;GO:0031334;GO:0010638;GO:0044089" "positive regulation of cellular component organization
" 0.54451429289102
97 0.896704543939316 3 6 "GO:0051225;GO:0007051" "spindle assembly
" 0.962194201642749
77 0.804357525007237 2 35 "GO:0051258" "protein polymerization
" 0.906385175671872
-246 0.627607262434405 2 13 "GO:0051259;GO:0051260" "protein complex oligomerization
" 0.804678585566298
274 0.268234256020228 3 55 "GO:0051276" "chromosome organization
" 0.5310087570349
975 0.232866870676067 2 5 "GO:0051302" "regulation of cell division
" 0.494195247768098
786 0.223605473371651 4 8 "GO:0051336" "regulation of hydrolase activity
" 0.48364621116953
1084 0.184750165034394 2 5 "GO:0051345" "positive regulation of hydrolase activity
" 0.435645450883571
679 0.0890624849335783 2 21 "GO:0051493;GO:0033043" "regulation of organelle organization
" 0.265795853473648
336 0.542043014648935 4 11 "GO:0051604;GO:0016485" "protein maturation
" 0.755316732716591
-161 0.680133708813694 3 22 "GO:0051640" "organelle localization
" 0.841248004501122
850 0.298272636911761 2 5 "GO:0051656" "establishment of organelle localization
" 0.54451429289102
177 0.48999650462766 3 51 "GO:0051726" "regulation of cell cycle
" 0.735491764142271
1287 0.025957400874581 2 10 "GO:0055076;GO:0055065;GO:0006875;GO:0030003;GO:0006873;GO:0055082" "metal ion homeostasis
" 0.122416384371481
654 0.166001349110283 2 15 "GO:0055080;GO:0098771;GO:0050801;GO:0048878" "chemical homeostasis
" 0.39882085132156
-282 0.000969882135084472 2 496 "GO:0055085" "transmembrane transport
" 0.0115779679875709
-42 0.60358406545754 -1 557 "GO:0055114" "obsolete oxidation-reduction process
" 0.787145576458714
574 0.20957534143809 5 16 "GO:0060271;GO:0044782;GO:0120031;GO:0120036;GO:0030031;GO:0030030" "cell projection assembly
" 0.473714677096748
220 0.718301388504694 5 9 "GO:0065002;GO:0071806" "intracellular protein transmembrane transport
" 0.855764128965836
469 0.00362862920987512 5 131 "GO:0065003;GO:0043933;GO:0034622" "protein-containing complex subunit organization
" 0.0355419579018537
279 0.375120551921598 2 34 "GO:0065009;GO:0050790" "regulation of molecular function
" 0.632813138868251
-906 0.00513244240980426 3 32 "GO:0070588;GO:0006816" "calcium ion transport
" 0.0417147446924516
429 0.223497886494114 2 27 "GO:0070925" "organelle assembly
" 0.48364621116953
-83 0.827242844296838 2 23 "GO:0071103" "DNA conformation change
" 0.923996393337404
702 0.137068413178952 2 15 "GO:0071805" "potassium ion transmembrane transport
" 0.358631053659998
-808 0.0871062068783896 2 15 "GO:0072525;GO:0072524" "pyridine-containing compound biosynthetic process
" 0.263675364790613
-15 0.968602133137773 4 24 "GO:0072528;GO:0072527;GO:0006221;GO:0006220" "pyrimidine-containing compound metabolic process
" 0.989855268552163
261 0.686792362687785 2 8 "GO:0072593;GO:0006801" "reactive oxygen species metabolic process
" 0.843584188253164
184 0.644436237704333 2 21 "GO:0072594;GO:0033365" "establishment of protein localization to organelle
" 0.812457567006783
699 0.226349437218796 6 10 "GO:0072655;GO:0070585;GO:0006839" "mitochondrial transport
" 0.48364621116953
-773 0.34423471800515 4 5 "GO:0080134" "regulation of response to stress
" 0.600235070213926
-722 0.114142359453072 2 16 "GO:0090150;GO:0072657" "protein localization to membrane
" 0.318265557015135
133 0.427195804922216 4 122 "GO:0090407" "organophosphate biosynthetic process
" 0.677131939752226
185 0.441814144142544 2 58 "GO:0098662;GO:0098655;GO:0098660" "inorganic cation transmembrane transport
" 0.69740910356385
129 0.38128134401435 2 158 "GO:1901135" "carbohydrate derivative metabolic process
" 0.632813138868251
302 0.583968537519718 2 11 "GO:1901136" "carbohydrate derivative catabolic process
" 0.772922397554124
195 0.352532359683377 3 77 "GO:1901137" "carbohydrate derivative biosynthetic process
" 0.607307413752245
385 0.0959138432078747 3 63 "GO:1901565" "organonitrogen compound catabolic process
" 0.278377995482759
800 5.96504938853814e-14 3 309 "GO:1901566" "organonitrogen compound biosynthetic process
" 7.59549622140523e-12
-412 0.0625081980968831 2 69 "GO:1901605" "alpha-amino acid metabolic process
" 0.209457295377275
-567 0.380364139713542 4 8 "GO:1901617" "organic hydroxy compound biosynthetic process
" 0.632813138868251
228 0.72376770975241 2 8 "GO:1901990;GO:1901987" "regulation of mitotic cell cycle phase transition
" 0.855764128965836
-572 0.407979646310663 4 7 "GO:1902652" "secondary alcohol metabolic process
" 0.663183935704993
76 0.871696652255358 3 15 "GO:1903047" "mitotic cell cycle process
" 0.951394631890134
